accuracy,congruity,height,response,rt,stimulus,subject_nr,targetSide,width,md,auc,xflips,init_time
1,congruent,1050,2,561,rightCongruent.jpg,117,right,1680,-0.14768629,-0.155310694,0,320
1,congruent,1050,1,562,leftCongruent.jpg,117,left,1680,-0.087290693,-0.057504151,0,320
1,congruent,1050,1,562,leftCongruent.jpg,120,left,1680,0.045141824,0.013913209,0,340
1,congruent,1050,1,562,leftCongruent.jpg,128,left,1680,-0.052522094,-0.050034464,0,40
1,congruent,1050,2,563,rightCongruent.jpg,117,right,1680,-0.130314342,-0.123340043,0,340
1,congruent,1050,2,566,rightCongruent.jpg,120,right,1680,0.080846771,0.065058544,0,320
1,incongruent,1050,1,567,leftIncongruent.jpg,117,left,1680,-0.066059366,-0.055129783,0,380
1,incongruent,1050,1,568,leftIncongruent.jpg,104,left,1680,0.047224227,0.06257901,0,320
1,congruent,1050,2,568,rightCongruent.jpg,117,right,1680,-0.146813166,-0.133646284,0,280
1,congruent,1050,1,568,leftCongruent.jpg,117,left,1680,-0.225073273,-0.243739603,0,340
1,congruent,1050,1,568,leftCongruent.jpg,117,left,1680,-0.052322948,-0.026585253,0,340
1,congruent,1050,2,569,rightCongruent.jpg,117,right,1680,-0.198748457,-0.227019882,0,360
1,congruent,1050,1,569,leftCongruent.jpg,117,left,1680,0.364641659,0.270158979,0,260
1,congruent,1050,2,569,rightCongruent.jpg,127,right,1680,0.516141132,0.300318568,0,40
1,congruent,1050,1,570,leftCongruent.jpg,128,left,1680,0.206087102,0.22185158,0,40
1,congruent,1050,1,571,leftCongruent.jpg,117,left,1680,0.091671787,-0.032374194,0,320
1,congruent,1050,2,571,rightCongruent.jpg,128,right,1680,0.091641409,0.002021987,0,60
0,congruent,1050,2,572,leftCongruent.jpg,112,left,1680,-0.130653413,-0.147245312,0,280
1,congruent,1050,1,572,leftCongruent.jpg,117,left,1680,-0.161484955,-0.204562056,0,360
1,congruent,1050,2,572,rightCongruent.jpg,120,right,1680,0.142133545,0.126710992,0,320
1,congruent,1050,2,572,rightCongruent.jpg,128,right,1680,0.135499335,0.117132437,0,40
1,congruent,1050,2,573,rightCongruent.jpg,127,right,1680,0.43403551,0.318431668,0,100
1,congruent,1050,1,574,leftCongruent.jpg,117,left,1680,0.143663332,0.007349361,0,340
1,congruent,1050,1,574,leftCongruent.jpg,117,left,1680,-0.201318274,-0.217451236,0,320
1,congruent,1050,2,574,rightCongruent.jpg,117,right,1680,-0.131763798,-0.163564954,0,380
1,congruent,1050,1,574,leftCongruent.jpg,122,left,1680,0.196836298,0.241914307,0,40
1,congruent,1050,2,575,rightCongruent.jpg,117,right,1680,-0.043149428,-0.026042562,0,280
1,congruent,1050,2,575,rightCongruent.jpg,117,right,1680,-0.131815256,-0.151772985,0,360
1,congruent,1050,1,575,leftCongruent.jpg,117,left,1680,-0.292813666,-0.367350499,0,320
1,congruent,1050,2,575,rightCongruent.jpg,117,right,1680,0.078281249,-0.018433025,0,360
1,incongruent,1050,1,575,leftIncongruent.jpg,128,left,1680,0.188927163,0.096232043,0,40
1,congruent,1050,1,576,leftCongruent.jpg,104,left,1680,-0.146442809,-0.109944367,0,280
1,incongruent,1050,2,576,rightIncongruent.jpg,117,right,1680,0.109746891,0.125480807,0,280
1,congruent,1050,1,576,leftCongruent.jpg,117,left,1680,-0.121076554,-0.085451085,0,340
1,congruent,1050,2,576,rightCongruent.jpg,117,right,1680,-0.092262698,-0.12644151,0,360
1,congruent,1050,2,576,rightCongruent.jpg,117,right,1680,-0.124271869,-0.106480934,0,380
1,incongruent,1050,2,576,rightIncongruent.jpg,120,right,1680,0.099857971,0.066153857,0,320
1,congruent,1050,1,577,leftCongruent.jpg,101,left,1680,-0.10884118,-0.115904551,0,200
1,congruent,1050,2,577,rightCongruent.jpg,104,right,1680,0.080664551,0.092018884,0,320
1,incongruent,1050,1,577,leftIncongruent.jpg,117,left,1680,-0.127770219,-0.145866286,0,300
1,incongruent,1050,2,577,rightIncongruent.jpg,120,right,1680,0.148407284,0.151923512,0,300
1,congruent,1050,2,577,rightCongruent.jpg,120,right,1680,0.134351942,0.131902596,0,300
1,congruent,1050,1,579,leftCongruent.jpg,101,left,1680,0.091246611,0.081154893,0,200
1,congruent,1050,2,579,rightCongruent.jpg,117,right,1680,-0.124319692,-0.068749517,0,340
1,congruent,1050,2,579,rightCongruent.jpg,127,right,1680,0.18049626,0.161148147,0,160
1,congruent,1050,1,579,leftCongruent.jpg,128,left,1680,-0.085268699,-0.079681657,0,80
1,incongruent,1050,1,580,leftIncongruent.jpg,101,left,1680,0.259839025,0.405143512,0,40
1,congruent,1050,1,580,leftCongruent.jpg,104,left,1680,0.206990674,0.176050251,0,300
1,congruent,1050,1,580,leftCongruent.jpg,117,left,1680,-0.122494384,-0.151463252,0,340
1,congruent,1050,2,581,rightCongruent.jpg,104,right,1680,0.052491571,0.053906073,0,300
1,congruent,1050,2,581,rightCongruent.jpg,117,right,1680,0.120533825,0.034568025,0,300
1,congruent,1050,2,581,rightCongruent.jpg,117,right,1680,-0.074255187,-0.092078242,0,340
1,congruent,1050,1,581,leftCongruent.jpg,117,left,1680,-0.132148511,-0.13523221,0,340
1,congruent,1050,1,581,leftCongruent.jpg,117,left,1680,-0.116528349,-0.12580458,0,380
1,congruent,1050,2,581,rightCongruent.jpg,127,right,1680,0.47966058,0.292019638,0,60
1,congruent,1050,2,582,rightCongruent.jpg,101,right,1680,0.030151136,-0.00645592,0,220
1,congruent,1050,2,582,rightCongruent.jpg,101,right,1680,0.084715624,0.01953741,0,60
1,congruent,1050,1,582,leftCongruent.jpg,117,left,1680,-0.112602106,-0.106443163,0,320
1,congruent,1050,1,582,leftCongruent.jpg,117,left,1680,0.070413704,-0.001987813,0,340
1,incongruent,1050,2,582,rightIncongruent.jpg,117,right,1680,-0.21088536,-0.219020562,0,340
1,congruent,1050,2,582,rightCongruent.jpg,117,right,1680,0.12330073,0.07210727,0,380
1,congruent,1050,1,583,leftCongruent.jpg,104,left,1680,-0.136129718,-0.126388039,0,340
1,congruent,1050,1,583,leftCongruent.jpg,117,left,1680,-0.115502273,-0.091890743,0,300
1,incongruent,1050,2,583,rightIncongruent.jpg,120,right,1680,0.069613601,0.043952064,0,320
1,congruent,1050,2,583,rightCongruent.jpg,120,right,1680,-0.029467439,-0.013778815,0,320
1,congruent,1050,2,584,rightCongruent.jpg,117,right,1680,-0.148263377,-0.153742011,0,360
1,congruent,1050,1,584,leftCongruent.jpg,117,left,1680,-0.117789119,-0.121888563,0,380
1,incongruent,1050,2,584,rightIncongruent.jpg,120,right,1680,0.595402373,0.592486826,0,280
1,congruent,1050,1,585,leftCongruent.jpg,117,left,1680,-0.117392652,-0.153994272,0,340
1,congruent,1050,1,585,leftCongruent.jpg,117,left,1680,0.181541733,-0.022207294,0,340
1,congruent,1050,1,585,leftCongruent.jpg,123,left,1680,-0.054211742,-0.068302001,0,300
1,congruent,1050,2,585,rightCongruent.jpg,127,right,1680,0.424318611,0.320098019,0,80
1,congruent,1050,2,585,rightCongruent.jpg,128,right,1680,-0.06916434,-0.019895573,0,140
1,congruent,1050,2,586,rightCongruent.jpg,103,right,1680,-0.081827236,-0.046281937,0,340
1,congruent,1050,2,587,rightCongruent.jpg,117,right,1680,-0.131962647,-0.118508266,0,360
1,congruent,1050,1,587,leftCongruent.jpg,117,left,1680,-0.136979359,-0.148166138,0,360
1,congruent,1050,1,587,leftCongruent.jpg,128,left,1680,-0.319491798,-0.370021611,0,60
1,congruent,1050,2,588,rightCongruent.jpg,117,right,1680,-0.047049748,-0.03279329,0,340
1,congruent,1050,2,588,rightCongruent.jpg,117,right,1680,-0.139895259,-0.126619315,0,360
1,congruent,1050,2,588,rightCongruent.jpg,117,right,1680,-0.137096631,-0.188517682,0,300
1,congruent,1050,1,588,leftCongruent.jpg,128,left,1680,0.220841743,0.154541726,0,60
1,congruent,1050,2,589,rightCongruent.jpg,117,right,1680,-0.147440573,-0.17956482,0,380
1,incongruent,1050,1,589,leftIncongruent.jpg,123,left,1680,-0.080922165,-0.086429651,0,200
1,congruent,1050,1,590,leftCongruent.jpg,103,left,1680,-0.084170324,-0.083931517,0,320
1,congruent,1050,1,590,leftCongruent.jpg,104,left,1680,0.199411,0.272996756,0,300
1,congruent,1050,1,590,leftCongruent.jpg,104,left,1680,-0.0303152,-0.016559442,0,300
1,congruent,1050,2,590,rightCongruent.jpg,104,right,1680,0.075501753,0.098146136,0,320
1,congruent,1050,2,590,rightCongruent.jpg,117,right,1680,0.108314497,-0.005428481,0,320
1,congruent,1050,1,590,leftCongruent.jpg,117,left,1680,-0.135902597,-0.123512307,0,320
0,congruent,1050,2,591,leftCongruent.jpg,112,left,1680,-0.117603469,-0.130917739,0,280
1,congruent,1050,2,591,rightCongruent.jpg,117,right,1680,-0.032704864,-0.018183529,0,320
1,incongruent,1050,2,591,rightIncongruent.jpg,117,right,1680,-0.394638717,-0.391027815,0,300
1,congruent,1050,1,591,leftCongruent.jpg,117,left,1680,-0.172302602,-0.207248851,0,280
1,congruent,1050,1,591,leftCongruent.jpg,120,left,1680,0.066033634,0.069979476,0,220
1,congruent,1050,2,592,rightCongruent.jpg,104,right,1680,0.028941759,0.033017912,0,380
1,congruent,1050,1,592,leftCongruent.jpg,117,left,1680,-0.065762817,-0.041399223,0,320
1,congruent,1050,2,592,rightCongruent.jpg,117,right,1680,-0.179767873,-0.211569567,0,400
1,congruent,1050,1,592,leftCongruent.jpg,123,left,1680,0.098969825,0.036897809,0,80
1,congruent,1050,2,593,rightCongruent.jpg,120,right,1680,0.06292134,0.048647866,0,320
1,congruent,1050,2,593,rightCongruent.jpg,128,right,1680,0.43136593,0.439013155,0,180
1,congruent,1050,1,594,leftCongruent.jpg,117,left,1680,0.045058481,0.004572314,0,300
1,congruent,1050,2,594,rightCongruent.jpg,117,right,1680,-0.054978338,-0.051261269,0,360
1,congruent,1050,1,595,leftCongruent.jpg,101,left,1680,0.136010595,0.088665125,0,80
1,congruent,1050,1,595,leftCongruent.jpg,103,left,1680,-0.187127809,-0.214980346,0,320
1,congruent,1050,1,595,leftCongruent.jpg,117,left,1680,-0.176026948,-0.156424903,0,340
1,incongruent,1050,2,595,rightIncongruent.jpg,120,right,1680,0.418340394,0.532827741,0,260
1,congruent,1050,2,596,rightCongruent.jpg,101,right,1680,0.452943024,0.263331184,0,80
1,congruent,1050,1,596,leftCongruent.jpg,101,left,1680,-0.06945651,-0.057337227,0,240
0,congruent,1050,1,596,rightCongruent.jpg,112,right,1680,0.213260603,0.268734205,0,300
1,incongruent,1050,1,597,leftIncongruent.jpg,101,left,1680,0.239128915,0.20912267,0,120
1,congruent,1050,2,597,rightCongruent.jpg,104,right,1680,0.09255638,0.10848382,0,380
1,congruent,1050,2,597,rightCongruent.jpg,117,right,1680,0.095034379,-0.040865417,0,320
1,congruent,1050,1,597,leftCongruent.jpg,117,left,1680,0.146491645,0.030782812,0,340
1,congruent,1050,2,597,rightCongruent.jpg,117,right,1680,-0.183593435,-0.215464841,0,380
1,congruent,1050,2,597,rightCongruent.jpg,117,right,1680,-0.236616902,-0.286385601,0,400
1,congruent,1050,1,597,leftCongruent.jpg,122,left,1680,-0.086695457,-0.093636182,0,80
1,congruent,1050,1,597,leftCongruent.jpg,123,left,1680,-0.078049536,-0.088793373,0,320
1,incongruent,1050,2,598,rightIncongruent.jpg,117,right,1680,-0.169237458,-0.167062643,0,400
1,congruent,1050,2,598,rightCongruent.jpg,117,right,1680,-0.140861703,-0.182641123,0,380
1,congruent,1050,1,598,leftCongruent.jpg,117,left,1680,-0.04478095,-0.015544652,0,360
1,congruent,1050,2,598,rightCongruent.jpg,128,right,1680,0.404600996,0.392608409,0,200
1,incongruent,1050,1,599,leftIncongruent.jpg,103,left,1680,-0.107616922,-0.119413793,0,240
1,congruent,1050,1,599,leftCongruent.jpg,104,left,1680,0.117837753,0.127499319,0,300
0,incongruent,1050,1,599,rightIncongruent.jpg,112,right,1680,0.202374453,0.243944738,0,240
1,congruent,1050,1,599,leftCongruent.jpg,117,left,1680,-0.055082001,-0.070031166,0,360
1,congruent,1050,1,599,leftCongruent.jpg,117,left,1680,0.049095088,0.012523112,0,380
1,congruent,1050,1,599,leftCongruent.jpg,120,left,1680,-0.084223301,-0.0713711,0,340
1,congruent,1050,1,599,leftCongruent.jpg,127,left,1680,0.562911265,0.404295628,0,100
1,congruent,1050,1,600,leftCongruent.jpg,117,left,1680,-0.066377666,-0.050045605,0,280
1,congruent,1050,2,600,rightCongruent.jpg,117,right,1680,-0.170221404,-0.169509233,0,360
1,congruent,1050,1,600,leftCongruent.jpg,120,left,1680,-0.030300948,-0.039277121,0,300
1,congruent,1050,1,601,leftCongruent.jpg,104,left,1680,0.050184765,0.029754808,0,360
1,congruent,1050,1,601,leftCongruent.jpg,116,left,1680,-0.029338154,-0.000290006,0,300
1,congruent,1050,1,601,leftCongruent.jpg,117,left,1680,-0.087001615,-0.106867771,0,380
1,congruent,1050,1,601,leftCongruent.jpg,117,left,1680,-0.192289646,-0.239765506,0,360
1,congruent,1050,1,602,leftCongruent.jpg,117,left,1680,-0.097899065,-0.108755676,0,360
1,congruent,1050,2,602,rightCongruent.jpg,127,right,1680,0.448959969,0.376407355,0,100
1,congruent,1050,2,602,rightCongruent.jpg,127,right,1680,0.380562077,0.239882563,0,160
1,congruent,1050,2,603,rightCongruent.jpg,101,right,1680,-0.316626776,-0.380672923,0,100
0,congruent,1050,2,603,leftCongruent.jpg,112,left,1680,-0.021284696,-0.014258119,0,300
1,incongruent,1050,1,603,leftIncongruent.jpg,117,left,1680,-0.152126783,-0.159575861,0,380
1,incongruent,1050,1,603,leftIncongruent.jpg,122,left,1680,0.41737593,0.548884848,0,40
1,incongruent,1050,2,604,rightIncongruent.jpg,104,right,1680,-0.117008524,-0.109319805,0,400
1,congruent,1050,1,604,leftCongruent.jpg,117,left,1680,-0.10683098,-0.080479192,0,280
1,incongruent,1050,1,604,leftIncongruent.jpg,117,left,1680,-0.182396521,-0.168164824,0,360
1,congruent,1050,2,604,rightCongruent.jpg,122,right,1680,-0.238304466,-0.256924762,0,60
1,congruent,1050,2,604,rightCongruent.jpg,123,right,1680,-0.026102634,-0.02876579,0,280
1,incongruent,1050,2,604,rightIncongruent.jpg,127,right,1680,0.465881749,0.364111323,0,60
1,congruent,1050,1,605,leftCongruent.jpg,104,left,1680,0.214666724,0.26358139,0,140
1,congruent,1050,1,605,leftCongruent.jpg,116,left,1680,0.112400545,0.141188376,0,260
1,incongruent,1050,1,605,leftIncongruent.jpg,117,left,1680,-0.157341106,-0.187858181,0,340
1,congruent,1050,2,605,rightCongruent.jpg,117,right,1680,-0.070221048,-0.07662041,0,380
1,congruent,1050,2,605,rightCongruent.jpg,117,right,1680,-0.240265478,-0.274732705,0,380
1,congruent,1050,2,605,rightCongruent.jpg,120,right,1680,-0.130432926,-0.14222122,0,280
1,congruent,1050,2,605,rightCongruent.jpg,122,right,1680,0.03494285,0.016514012,0,100
1,congruent,1050,2,605,rightCongruent.jpg,123,right,1680,-0.064686532,-0.069829451,0,240
1,congruent,1050,2,605,rightCongruent.jpg,123,right,1680,-0.044067775,-0.032924884,0,280
0,congruent,1050,1,606,rightCongruent.jpg,112,right,1680,0.440609781,0.581800729,1,280
1,congruent,1050,2,606,rightCongruent.jpg,117,right,1680,-0.302908587,-0.323039415,0,320
1,congruent,1050,1,606,leftCongruent.jpg,122,left,1680,0.397291815,0.444850551,0,40
1,incongruent,1050,2,606,rightIncongruent.jpg,123,right,1680,-0.039181085,-0.036428074,0,300
1,congruent,1050,2,606,rightCongruent.jpg,128,right,1680,0.637479879,0.592305919,1,40
1,congruent,1050,2,606,rightCongruent.jpg,128,right,1680,0.762073671,0.972370037,0,80
1,congruent,1050,2,607,rightCongruent.jpg,101,right,1680,-0.080523878,-0.077799767,0,280
1,congruent,1050,1,607,leftCongruent.jpg,117,left,1680,-0.080371847,-0.068909491,0,320
1,incongruent,1050,2,607,rightIncongruent.jpg,117,right,1680,-0.169947545,-0.195190017,0,420
1,incongruent,1050,2,607,rightIncongruent.jpg,120,right,1680,0.480191595,0.39283371,0,360
1,incongruent,1050,2,607,rightIncongruent.jpg,128,right,1680,0.357948245,0.438918849,0,220
1,incongruent,1050,2,608,rightIncongruent.jpg,117,right,1680,0.166579373,-0.063094527,0,380
1,incongruent,1050,1,608,leftIncongruent.jpg,120,left,1680,0.092108754,0.079578012,0,260
1,incongruent,1050,2,608,rightIncongruent.jpg,127,right,1680,0.531048409,0.447230608,0,140
1,incongruent,1050,1,609,leftIncongruent.jpg,101,left,1680,-0.046773351,0.01827414,0,40
1,congruent,1050,1,609,leftCongruent.jpg,104,left,1680,-0.074008594,-0.060952911,0,340
1,congruent,1050,1,609,leftCongruent.jpg,117,left,1680,-0.068158417,-0.092457876,0,340
1,congruent,1050,2,609,rightCongruent.jpg,117,right,1680,-0.168622022,-0.193958618,0,340
1,incongruent,1050,2,609,rightIncongruent.jpg,117,right,1680,-0.144584388,-0.145886201,0,380
1,incongruent,1050,2,609,rightIncongruent.jpg,117,right,1680,-0.203452612,-0.215067303,0,420
1,congruent,1050,1,609,leftCongruent.jpg,117,left,1680,-0.096786764,-0.116419875,0,340
1,congruent,1050,2,609,rightCongruent.jpg,127,right,1680,-0.039542856,0.00903398,0,220
1,congruent,1050,2,609,rightCongruent.jpg,128,right,1680,0.993901539,0.738140369,1,60
0,incongruent,1050,1,610,rightIncongruent.jpg,120,right,1680,0.042171778,0.031689733,0,180
1,incongruent,1050,2,611,rightIncongruent.jpg,104,right,1680,0.215613517,0.297054237,0,300
1,incongruent,1050,2,611,rightIncongruent.jpg,117,right,1680,-0.184237617,-0.243373927,0,420
1,congruent,1050,1,611,leftCongruent.jpg,127,left,1680,0.511449821,0.329460267,0,40
1,congruent,1050,2,612,rightCongruent.jpg,101,right,1680,0.196083349,-0.008420349,0,220
0,incongruent,1050,2,612,leftIncongruent.jpg,112,left,1680,-0.354585118,-0.442404809,0,300
1,congruent,1050,2,612,rightCongruent.jpg,117,right,1680,0.076555429,0.005763889,0,380
1,incongruent,1050,2,612,rightIncongruent.jpg,117,right,1680,0.085625602,-0.021606546,0,380
1,incongruent,1050,1,612,leftIncongruent.jpg,117,left,1680,-0.130467514,-0.174702727,0,400
1,congruent,1050,1,612,leftCongruent.jpg,122,left,1680,-0.136496137,-0.145680003,0,100
1,congruent,1050,2,612,rightCongruent.jpg,123,right,1680,-0.070242178,-0.056403867,0,300
1,congruent,1050,1,613,leftCongruent.jpg,101,left,1680,0.055093342,0.066570727,0,220
1,congruent,1050,1,613,leftCongruent.jpg,117,left,1680,-0.190087085,-0.207754109,0,360
1,congruent,1050,1,613,leftCongruent.jpg,120,left,1680,0.068014932,0.034009835,0,320
1,incongruent,1050,2,613,rightIncongruent.jpg,120,right,1680,0.688611786,0.761472023,1,300
1,congruent,1050,1,614,leftCongruent.jpg,117,left,1680,-0.065923546,-0.066798196,0,320
1,congruent,1050,2,614,rightCongruent.jpg,117,right,1680,-0.10548529,-0.137050131,0,380
1,congruent,1050,1,614,leftCongruent.jpg,117,left,1680,-0.110797725,-0.102559711,0,360
1,congruent,1050,2,614,rightCongruent.jpg,123,right,1680,-0.07230333,-0.069324642,0,280
1,congruent,1050,2,614,rightCongruent.jpg,123,right,1680,-0.057139084,-0.078292444,0,340
1,congruent,1050,2,614,rightCongruent.jpg,127,right,1680,0.3476916,0.316150692,0,40
1,incongruent,1050,1,615,leftIncongruent.jpg,103,left,1680,-0.194883295,-0.241331702,0,320
0,incongruent,1050,1,615,rightIncongruent.jpg,112,right,1680,0.319285075,0.379124099,0,320
0,congruent,1050,1,615,rightCongruent.jpg,112,right,1680,0.158814373,0.181763354,0,280
1,incongruent,1050,2,615,rightIncongruent.jpg,117,right,1680,-0.1322019,-0.116703565,0,320
1,congruent,1050,2,615,rightCongruent.jpg,117,right,1680,0.091673663,0.029696721,0,340
1,incongruent,1050,2,615,rightIncongruent.jpg,117,right,1680,-0.098062454,-0.104966616,0,400
1,incongruent,1050,1,615,leftIncongruent.jpg,120,left,1680,0.100379209,0.093324649,0,300
1,congruent,1050,1,615,leftCongruent.jpg,127,left,1680,0.38775745,0.25213048,0,220
1,congruent,1050,2,616,rightCongruent.jpg,103,right,1680,-0.165837729,-0.157790044,0,340
0,congruent,1050,2,616,leftCongruent.jpg,112,left,1680,-0.051320159,-0.070769627,0,320
1,incongruent,1050,1,616,leftIncongruent.jpg,117,left,1680,0.069453695,0.019491614,0,300
1,congruent,1050,1,616,leftCongruent.jpg,117,left,1680,-0.116450213,-0.055646225,0,380
1,congruent,1050,2,617,rightCongruent.jpg,103,right,1680,-0.222568365,-0.229851386,0,400
1,incongruent,1050,2,617,rightIncongruent.jpg,104,right,1680,0.446647037,0.604132832,0,300
0,incongruent,1050,1,617,rightIncongruent.jpg,112,right,1680,0.062640505,0.074396706,0,240
1,congruent,1050,2,617,rightCongruent.jpg,120,right,1680,0.052276683,-0.001577172,0,360
1,incongruent,1050,2,617,rightIncongruent.jpg,120,right,1680,0.361030981,0.390274711,0,320
0,congruent,1050,2,618,leftCongruent.jpg,112,left,1680,-0.04103411,-0.013285635,0,300
1,incongruent,1050,1,618,leftIncongruent.jpg,117,left,1680,-0.086817219,-0.076349122,0,400
